,Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks,Spend,Conversions,Active,Campaign_Tag,Duration,click_through_rate,conversion_rate,cost_per_click,cost_acquisition
152,CMP-00153,Q2_Winter_CMP-00153,2023-10-24,2023-11-18,TikTok,68214,1707,2350.11,306.0,1,TI,25 days,0.02502418858298883,0.17926186291739896,1.3767486818980668,7.680098039215687
153,CMP-00154,Q3_Launch_CMP-00154,2023-08-15,2023-08-17,TikTok,34827,761,1332.27,131.0,0,TI,2 days,0.021850862836305166,0.1721419185282523,1.750683311432326,10.17
154,CMP-00155,Q4_Launch_CMP-00155,2023-08-31,2023-09-16,Facebook,56820,2043,2990.68,403.0,1,INVALID,16 days,0.03595564941921858,0.1972589329417523,1.4638668624571707,7.421042183622828
155,CMP-00156,Q2_Launch_CMP-00156,2023-03-28,2023-04-05,Facebook,63623,1471,908.84,274.0,1,FA,8 days,0.023120569605331404,0.18626784500339905,0.6178382053025153,3.316934306569343
158,CMP-00159,Q1_Winter_CMP-00159,2023-04-12,2023-12-05,Google Ads,94426,3072,4273.53,201.0,1,GO,237 days,0.032533412407599605,0.0654296875,1.391123046875,21.26134328358209
159,CMP-00160,Q3_BlackFriday_CMP-00160,2023-09-01,2023-09-12,Google Ads,23299,587,912.17,79.0,1,GO,11 days,0.02519421434396326,0.13458262350936967,1.5539522998296422,11.546455696202532
160,CMP-00161,Q1_Winter_CMP-00161,2023-08-22,2023-09-03,Facebook,44585,1424,854.1,184.0,0,INVALID,12 days,0.031938992934843556,0.12921348314606743,0.5997893258426966,4.6418478260869565
161,CMP-00162,Q4_Winter_CMP-00162,2023-04-10,2023-05-07,Google Ads,65044,2202,1863.31,261.0,0,GO,27 days,0.03385400651866429,0.11852861035422343,0.8461898274296095,7.13911877394636
162,CMP-00163,Q4_BlackFriday_CMP-00163,2023-07-24,2023-08-13,Unknown,43557,1386,2596.68,151.0,1,INVALID,20 days,0.031820373303946554,0.10894660894660894,1.8735064935064933,17.196556291390728
163,CMP-00164,Q1_Launch_CMP-00164,2023-01-03,2023-01-19,Google Ads,50080,1391,1981.44,159.0,1,GO,16 days,0.02777555910543131,0.11430625449317038,1.4244716031631919,12.46188679245283
165,CMP-00166,Q4_Winter_CMP-00166,2023-12-23,2023-12-28,TikTok,96003,3214,4936.77,161.0,1,TI,5 days,0.03347812047540181,0.05009334163036715,1.5360205351586809,30.663167701863358
166,CMP-00167,Q4_Summer_CMP-00167,2023-05-08,2023-06-03,Google Ads,96259,1611,2247.61,143.0,1,GO,26 days,0.01673609740387912,0.08876474239602732,1.3951644941030417,15.717552447552448
168,CMP-00169,Q2_Launch_CMP-00169,2023-10-14,2023-10-25,Google Ads,26939,1087,2135.17,172.0,1,GO,11 days,0.04035042132224656,0.15823367065317387,1.9642778288868445,12.413779069767441
169,CMP-00170,Q2_Launch_CMP-00170,2023-08-15,2023-08-31,TikTok,49925,1498,2284.72,114.0,1,TI,16 days,0.0300050075112669,0.07610146862483311,1.525180240320427,20.04140350877193
170,CMP-00171,Q2_BlackFriday_CMP-00171,2023-09-16,2023-09-27,Unknown,43941,1392,1479.92,183.0,1,XX,11 days,0.03167884208370315,0.1314655172413793,1.0631609195402298,8.086994535519127
171,CMP-00172,Q2_Winter_CMP-00172,2023-08-17,2023-09-06,Facebook,22834,1097,1865.02,172.0,0,FA,20 days,0.04804239292283437,0.15679124886052873,1.700109389243391,10.84313953488372
172,CMP-00173,Q1_BlackFriday_CMP-00173,2023-09-01,2023-09-30,Email,19047,835,1525.44,97.0,1,EM,29 days,0.04383892476505486,0.11616766467065869,1.826874251497006,15.72618556701031
173,CMP-00174,Q3_Summer_CMP-00174,2023-11-23,2023-12-11,TikTok,27105,1262,868.04,68.0,1,TI,18 days,0.046559675336653755,0.05388272583201268,0.6878288431061806,12.76529411764706
174,CMP-00175,Q3_BlackFriday_CMP-00175,2023-09-06,2023-09-13,Email,76766,3266,2615.51,383.0,1,EM,7 days,0.04254487663809499,0.11726883037354562,0.8008297611757502,6.8290078328981725
175,CMP-00176,Q1_Launch_CMP-00176,2023-02-09,2023-03-08,TikTok,16707,239,197.02,22.0,0,TI,27 days,0.01430538097803316,0.09205020920502092,0.8243514644351465,8.955454545454545
177,CMP-00178,Q4_BlackFriday_CMP-00178,2023-03-12,2023-04-02,Facebook,45262,1406,1974.81,96.0,0,FA,21 days,0.031063585347532147,0.06827880512091039,1.4045590327169275,20.5709375
178,CMP-00179,Q3_Launch_CMP-00179,2023-03-20,2023-03-27,Facebook,24776,491,701.39,72.0,0,FA,7 days,0.019817565385857282,0.14663951120162932,1.4284928716904277,9.741527777777778
179,CMP-00180,Q3_Summer_CMP-00180,2023-07-28,2023-08-27,Facebook,31080,903,1725.78,52.0,0,FA,30 days,0.029054054054054056,0.05758582502768549,1.9111627906976745,33.18807692307692
181,CMP-00182,Q4_BlackFriday_CMP-00182,2023-10-27,2023-11-16,Email,62373,1994,1379.66,265.0,1,EM,20 days,0.03196896092860693,0.1328986960882648,0.6919057171514544,5.2062641509433965
182,CMP-00183,Q2_Winter_CMP-00183,2023-10-22,2023-10-26,Email,7776,310,316.59,29.0,1,EM,4 days,0.03986625514403292,0.0935483870967742,1.0212580645161289,10.916896551724138
183,CMP-00184,Q4_Launch_CMP-00184,2023-06-30,2023-07-10,Email,93787,3622,4176.49,428.0,0,EM,10 days,0.03861942486698583,0.11816675869685257,1.1530894533406957,9.758154205607475
184,CMP-00185,Q3_Launch_CMP-00185,2023-08-03,2023-08-27,Facebook,56016,1728,1890.33,128.0,0,FA,24 days,0.030848329048843187,0.07407407407407407,1.0939409722222222,14.768203125
185,CMP-00186,Q3_Summer_CMP-00186,2023-11-05,2023-11-07,Instagram,10474,449,675.28,42.0,1,IN,2 days,0.04286805422952072,0.0935412026726058,1.5039643652561248,16.078095238095237
186,CMP-00187,Q1_Summer_CMP-00187,2023-05-20,2023-06-13,Facebook,59053,1608,2955.25,230.0,1,FA,24 days,0.0272297766413222,0.14303482587064675,1.837842039800995,12.84891304347826
187,CMP-00188,Q1_Summer_CMP-00188,2023-06-22,2023-07-21,Email,22959,1053,1009.91,100.0,1,E-,29 days,0.04586436691493532,0.0949667616334283,0.9590788224121557,10.0991
188,CMP-00189,Q4_Summer_CMP-00189,2023-03-26,2023-04-02,Instagram,6530,83,110.21,15.0,1,IN,7 days,0.012710566615620214,0.18072289156626506,1.3278313253012048,7.347333333333333
190,CMP-00191,Q4_Summer_CMP-00191,2023-10-31,2023-11-26,Facebook,4748,171,192.26,19.0,1,INVALID,26 days,0.03601516427969671,0.1111111111111111,1.1243274853801168,10.118947368421052
191,CMP-00192,Q3_Launch_CMP-00192,2023-11-26,2023-12-13,Instagram,98504,2482,1866.9,138.0,1,IN,17 days,0.025196946316900837,0.055600322320709106,0.7521756647864626,13.528260869565218
192,CMP-00193,Q2_Winter_CMP-00193,2023-04-04,2023-04-14,Facebook,99098,1772,2148.42,221.0,1,FA,10 days,0.017881289228844174,0.12471783295711061,1.2124266365688487,9.721357466063349
193,CMP-00194,Q4_Launch_CMP-00194,2023-07-14,2023-07-22,Facebook,14545,424,247.12,69.0,1,FA,8 days,0.029150910965967686,0.16273584905660377,0.5828301886792453,3.581449275362319
194,CMP-00195,Q1_Winter_CMP-00195,2023-06-22,2023-07-18,Email,67199,1194,2284.81,107.0,1,EM,26 days,0.01776812154942782,0.08961474036850921,1.91357621440536,21.35336448598131
195,CMP-00196,Q4_Summer_CMP-00196,2023-04-21,2023-08-04,Instagram,35766,595,364.28,101.0,1,IN,105 days,0.016635911200581558,0.16974789915966387,0.612235294117647,3.6067326732673264
196,CMP-00197,Q3_Launch_CMP-00197,2023-01-10,2023-10-15,Instagram,74530,2585,2992.62,226.0,1,IN,278 days,0.034684019857775396,0.08742746615087041,1.15768665377176,13.241681415929204
197,CMP-00198,Q4_Launch_CMP-00198,2023-06-29,2023-07-22,TikTok,94557,2924,3786.06,507.0,1,TI,23 days,0.030923146884947704,0.17339261285909713,1.2948221614227087,7.467573964497041
198,CMP-00199,Q1_BlackFriday_CMP-00199,2023-11-30,2023-12-27,Email,62087,2285,4519.63,143.0,0,EM,27 days,0.03680319551596953,0.06258205689277899,1.9779562363238512,31.605804195804197
200,CMP-00201,Q3_BlackFriday_CMP-00201,2023-01-06,2023-01-11,Instagram,69840,2185,1467.55,272.0,1,IN,5 days,0.031285796105383734,0.12448512585812357,0.6716475972540046,5.395404411764706
201,CMP-00202,Q3_Launch_CMP-00202,2023-08-31,2023-09-10,Email,55384,1840,944.03,173.0,1,EM,10 days,0.03322259136212625,0.09402173913043478,0.5130597826086957,5.456820809248555
202,CMP-00203,Q2_Summer_CMP-00203,2023-04-22,2023-05-01,Facebook,52005,706,517.75,63.0,0,FA,9 days,0.013575617729064514,0.08923512747875353,0.7333569405099151,8.218253968253968
203,CMP-00204,Q4_Summer_CMP-00204,2023-07-08,2023-07-15,Instagram,47576,1841,1492.88,211.0,0,IN,7 days,0.038695981166974945,0.11461162411732755,0.8109071156979902,7.07526066350711
204,CMP-00205,Q1_Summer_CMP-00205,2023-02-28,2023-03-05,Instagram,40353,1049,1516.72,209.0,1,IN,5 days,0.025995588927712934,0.1992373689227836,1.4458722592945663,7.257033492822966
205,CMP-00206,Q2_BlackFriday_CMP-00206,2023-06-09,2023-09-16,Email,63003,3091,2564.17,256.0,1,EM,99 days,0.049061155817976924,0.08282109349725009,0.8295600129407958,10.0162890625
206,CMP-00207,Q3_BlackFriday_CMP-00207,2023-06-09,2023-06-10,Instagram,84211,3614,1918.24,236.0,0,IN,1 days,0.04291600859745164,0.0653016048699502,0.5307802988378528,8.128135593220339
207,CMP-00208,Q2_Launch_CMP-00208,2023-07-12,2023-07-13,Facebook,53733,1660,2888.28,228.0,1,FA,1 days,0.03089349189511101,0.13734939759036144,1.7399277108433737,12.667894736842106
208,CMP-00209,Q2_Launch_CMP-00209,2023-02-08,2023-03-01,Unknown,66318,990,1037.91,122.0,0,INVALID,21 days,0.014928073826110558,0.12323232323232323,1.0483939393939394,8.507459016393444
209,CMP-00210,Q2_Launch_CMP-00210,2023-05-05,2023-05-26,Instagram,90474,4014,4136.61,516.0,1,IN,21 days,0.044366337290271236,0.12855007473841554,1.0305455904334828,8.016686046511627
210,CMP-00211,Q1_Launch_CMP-00211,2023-12-17,2024-01-11,TikTok,24664,1035,987.1,155.0,1,TI,25 days,0.04196399610768732,0.1497584541062802,0.953719806763285,6.368387096774193
213,CMP-00214,Q3_Winter_CMP-00214,2023-11-28,2023-12-10,Email,94264,3934,7267.5,453.0,1,EM,12 days,0.04173385385725197,0.11514997458057956,1.8473563802745296,16.043046357615893
214,CMP-00215,Q4_Winter_CMP-00215,2023-09-08,2023-09-23,TikTok,27736,482,802.63,33.0,1,TI,15 days,0.017378136717623307,0.06846473029045644,1.665207468879668,24.32212121212121
215,CMP-00216,Q1_Winter_CMP-00216,2023-11-22,2023-12-17,TikTok,95209,4447,2733.66,717.0,1,TI,25 days,0.04670776922349778,0.16123229143242634,0.6147200359793119,3.8126359832635983
216,CMP-00217,Q1_Launch_CMP-00217,2023-03-20,2023-04-19,Instagram,1854,50,99.0,7.0,0,IN,30 days,0.02696871628910464,0.14,1.98,14.142857142857142
217,CMP-00218,Q3_Winter_CMP-00218,2023-11-30,2023-12-05,Google Ads,91084,1227,1112.95,119.0,1,INVALID,5 days,0.013471081638926704,0.09698451507742462,0.9070497147514263,9.352521008403361
218,CMP-00219,Q3_Winter_CMP-00219,2023-09-28,2023-10-03,TikTok,39623,1689,1094.26,241.0,0,TI,5 days,0.0426267571864826,0.14268798105387803,0.6478744819419775,4.540497925311203
219,CMP-00220,Q1_Summer_CMP-00220,2023-10-31,2023-11-21,Instagram,8392,209,364.49,17.0,1,IN,21 days,0.02490467111534795,0.08133971291866028,1.7439712918660288,21.44058823529412
220,CMP-00221,Q1_Launch_CMP-00221,2023-02-14,2023-02-27,Facebook,56680,1760,2745.62,205.0,0,FA,13 days,0.031051517290049402,0.11647727272727272,1.5600113636363635,13.393268292682926
221,CMP-00222,Q1_Winter_CMP-00222,2023-08-21,2023-08-26,TikTok,47717,691,985.25,127.0,1,TI,5 days,0.014481212146614414,0.1837916063675832,1.4258321273516643,7.7578740157480315
222,CMP-00223,Q1_Summer_CMP-00223,2023-06-22,2023-06-28,Facebook,88092,890,653.23,62.0,0,FA,6 days,0.010103074058938382,0.0696629213483146,0.7339662921348314,10.535967741935485
224,CMP-00225,Q2_Launch_CMP-00225,2023-05-13,2023-05-28,Unknown,27309,835,1395.15,144.0,1,INVALID,15 days,0.030576000585887435,0.1724550898203593,1.6708383233532935,9.688541666666667
225,CMP-00226,Q3_Winter_CMP-00226,2023-12-26,2024-01-20,Instagram,88455,2984,2851.02,583.0,1,IN,25 days,0.033734667344977674,0.19537533512064342,0.9554356568364611,4.890257289879932
226,CMP-00227,Q2_Winter_CMP-00227,2023-09-22,2023-10-03,Email,64734,2702,2614.28,319.0,0,EM,11 days,0.04174004387184478,0.11806069578090303,0.9675351591413768,8.195235109717869
227,CMP-00228,Q3_Winter_CMP-00228,2023-07-28,2023-08-01,Email,71467,2563,1293.58,323.0,0,EM,4 days,0.03586270586424504,0.1260241904018728,0.5047132266874755,4.004891640866873
228,CMP-00229,Q2_Launch_CMP-00229,2023-12-20,2024-01-19,Email,53662,911,693.6,123.0,1,EM,30 days,0.016976631508329915,0.1350164654226125,0.7613611416026345,5.639024390243903
229,CMP-00230,Q3_Summer_CMP-00230,2023-08-18,2023-08-27,TikTok,99506,2431,4407.67,461.0,1,TI,9 days,0.024430687596727837,0.18963389551624846,1.8131098313451255,9.561106290672452
230,CMP-00231,Q3_Summer_CMP-00231,2023-04-24,2023-05-09,Instagram,13688,632,734.78,112.0,1,INVALID,15 days,0.046171829339567504,0.17721518987341772,1.162626582278481,6.560535714285714
231,CMP-00232,Q2_Summer_CMP-00232,2023-12-06,2023-12-15,Unknown,26342,1074,2122.6,81.0,1,XX,9 days,0.0407713916938729,0.07541899441340782,1.9763500931098696,26.204938271604938
232,CMP-00233,Q1_Summer_CMP-00233,2023-09-29,2023-10-06,Instagram,38157,1231,1346.17,142.0,1,IN,7 days,0.03226144613046099,0.11535337124289195,1.093558082859464,9.480070422535212
233,CMP-00234,Q4_Summer_CMP-00234,2023-10-09,2023-11-01,TikTok,68863,1392,2189.31,166.0,0,TI,23 days,0.02021404818262347,0.11925287356321838,1.572780172413793,13.188614457831324
234,CMP-00235,Q1_Winter_CMP-00235,2023-05-19,2023-06-08,Instagram,53083,1172,1081.61,197.0,1,IN,20 days,0.022078631576964377,0.1680887372013652,0.9228754266211603,5.4904060913705575
236,CMP-00237,Q2_Summer_CMP-00237,2023-12-20,2023-12-30,Unknown,90045,3966,3117.63,587.0,1,XX,10 days,0.04404464434449442,0.14800806858295512,0.786089258698941,5.311124361158433
237,CMP-00238,Q1_Launch_CMP-00238,2023-09-05,2023-09-11,Unknown,35698,1315,1342.08,262.0,0,XX,6 days,0.036836797579696344,0.19923954372623573,1.0205931558935362,5.122442748091602
238,CMP-00239,Q3_Winter_CMP-00239,2023-09-26,2023-10-15,Unknown,81623,3459,4568.84,211.0,0,XX,19 days,0.042377761170258384,0.061000289100896214,1.32085573865279,21.653270142180094
239,CMP-00240,Q4_Summer_CMP-00240,2023-04-10,2023-04-15,TikTok,23671,962,1912.13,80.0,1,TI,5 days,0.04064044611549998,0.08316008316008316,1.9876611226611227,23.901625000000003
240,CMP-00241,Q4_Summer_CMP-00241,2023-04-06,2023-06-15,Facebook,26184,418,625.45,46.0,1,FA,70 days,0.01596394744882371,0.11004784688995216,1.4962918660287083,13.596739130434784
241,CMP-00242,Q4_Summer_CMP-00242,2023-01-11,2023-10-01,Instagram,94384,2544,2032.32,259.0,1,IN,263 days,0.026953720969655873,0.10180817610062894,0.7988679245283019,7.846795366795367
242,CMP-00243,Q4_Summer_CMP-00243,2023-01-28,2023-02-01,Facebook,43107,694,393.8,36.0,0,FA,4 days,0.01609947340339156,0.05187319884726225,0.5674351585014409,10.93888888888889
243,CMP-00244,Q2_Launch_CMP-00244,2023-03-06,2023-03-08,Facebook,87202,1692,1166.69,107.0,1,FA,2 days,0.01940322469668127,0.06323877068557919,0.6895330969267139,10.903644859813085
244,CMP-00245,Q4_BlackFriday_CMP-00245,2023-02-22,2023-03-22,Instagram,52663,2357,3167.41,358.0,1,IN,28 days,0.04475628050054117,0.1518879932117098,1.3438311412812898,8.847513966480447
245,CMP-00246,Q4_Winter_CMP-00246,2023-08-29,2023-09-09,Email,16708,483,795.86,87.0,1,EM,11 days,0.028908307397653817,0.18012422360248448,1.647743271221532,9.147816091954024
248,CMP-00249,Q1_Summer_CMP-00249,2023-02-07,2023-02-19,Facebook,3811,85,109.15,7.0,1,FA,12 days,0.022303857255313565,0.08235294117647059,1.2841176470588236,15.592857142857143
249,CMP-00250,Q3_BlackFriday_CMP-00250,2023-03-19,2023-03-24,Facebook,57250,1099,1325.72,181.0,0,FA,5 days,0.01919650655021834,0.16469517743403095,1.2062966333030027,7.324419889502763
251,CMP-00252,Q2_BlackFriday_CMP-00252,2023-05-08,2023-06-04,TikTok,35754,1269,1699.66,175.0,0,TI,27 days,0.03549253230407787,0.13790386130811663,1.3393695823483058,9.712342857142858
252,CMP-00253,Q1_Winter_CMP-00253,2023-11-07,2023-12-01,Facebook,96742,1961,3001.43,160.0,0,FA,24 days,0.020270409956378823,0.0815910249872514,1.5305609382967873,18.7589375
253,CMP-00254,Q1_Summer_CMP-00254,2023-09-25,2023-10-08,TikTok,12411,437,649.87,28.0,1,TI,13 days,0.03521070018531947,0.06407322654462243,1.487116704805492,23.209642857142857
254,CMP-00255,Q2_Winter_CMP-00255,2023-06-02,2023-06-20,TikTok,3911,48,32.42,2.0,1,TI,18 days,0.012273075939657376,0.041666666666666664,0.6754166666666667,16.21
256,CMP-00257,Q2_Summer_CMP-00257,2023-02-20,2023-03-13,TikTok,84763,1778,1217.66,308.0,1,TI,21 days,0.020976133454455363,0.1732283464566929,0.6848481439820023,3.9534415584415585
257,CMP-00258,Q3_Winter_CMP-00258,2023-04-19,2023-05-03,TikTok,9680,327,506.13,58.0,0,TI,14 days,0.03378099173553719,0.17737003058103976,1.5477981651376147,8.726379310344827
258,CMP-00259,Q2_Summer_CMP-00259,2023-03-26,2023-05-03,Google Ads,85896,3181,3576.14,380.0,0,GO,38 days,0.037033156375151345,0.11945928953159383,1.1242187991197736,9.410894736842105
260,CMP-00261,Q3_Launch_CMP-00261,2023-08-29,2023-09-11,Facebook,72295,2012,3732.15,386.0,1,FA,13 days,0.027830417041289163,0.1918489065606362,1.8549453280318091,9.668782383419689
261,CMP-00262,Q2_Summer_CMP-00262,2023-12-28,2024-01-03,Facebook,89614,3493,6409.05,318.0,0,FA,6 days,0.038978284643024524,0.09103922129974235,1.834826796450043,20.15424528301887
263,CMP-00264,Q4_Launch_CMP-00264,2023-11-17,2023-12-07,TikTok,38504,910,1151.35,172.0,1,TI,20 days,0.023633908165385416,0.189010989010989,1.2652197802197802,6.693895348837208
264,CMP-00265,Q4_Launch_CMP-00265,2023-04-12,2023-05-09,Google Ads,2802,119,190.92,11.0,1,GO,27 days,0.04246966452533904,0.09243697478991597,1.6043697478991596,17.356363636363636
265,CMP-00266,Q2_BlackFriday_CMP-00266,2023-11-28,2023-12-23,Google Ads,9155,312,396.04,58.0,0,GO,25 days,0.0340797378481704,0.1858974358974359,1.2693589743589744,6.828275862068966
266,CMP-00267,Q2_Winter_CMP-00267,2023-03-14,2023-03-16,Email,74656,1753,3163.13,345.0,0,EM,2 days,0.02348103300471496,0.19680547632629777,1.8044095835710212,9.16849275362319
267,CMP-00268,Q3_Launch_CMP-00268,2023-03-26,2023-04-16,Email,40384,1866,2060.37,278.0,1,EM,21 days,0.04620641838351822,0.1489817792068596,1.1041639871382636,7.411402877697841
268,CMP-00269,Q1_BlackFriday_CMP-00269,2023-10-19,2023-10-29,Instagram,48254,1973,3857.91,340.0,0,IN,10 days,0.04088780204749865,0.17232640648758235,1.9553522554485554,11.34679411764706
269,CMP-00270,Q2_Winter_CMP-00270,2023-08-28,2023-09-08,Email,22918,472,896.08,76.0,1,EM,11 days,0.020595165372196526,0.16101694915254236,1.8984745762711865,11.790526315789474
270,CMP-00271,Q4_Launch_CMP-00271,2023-05-20,2023-06-08,Instagram,86981,3114,5021.03,482.0,1,IN,19 days,0.03580092204044562,0.15478484264611433,1.6124052665382145,10.41707468879668
271,CMP-00272,Q4_Launch_CMP-00272,2023-02-11,2023-03-08,TikTok,61713,2087,1918.21,200.0,1,TI,25 days,0.03381783416784146,0.09583133684714902,0.9191231432678486,9.591050000000001
272,CMP-00273,Q3_BlackFriday_CMP-00273,2023-06-15,2023-07-04,TikTok,31306,815,568.45,47.0,0,TI,19 days,0.026033348239954002,0.05766871165644172,0.6974846625766872,12.094680851063831
273,CMP-00274,Q1_Launch_CMP-00274,2023-04-28,2023-04-30,Instagram,17646,435,775.19,44.0,1,IN,2 days,0.024651479088745324,0.10114942528735632,1.7820459770114945,17.61795454545455
275,CMP-00276,Q3_BlackFriday_CMP-00276,2023-12-11,2023-12-28,Email,97601,3385,6030.01,221.0,1,EM,17 days,0.03468202170059733,0.06528803545051699,1.7813914327917282,27.285113122171946
276,CMP-00277,Q1_Launch_CMP-00277,2023-03-31,2023-04-02,Email,91735,2540,3139.81,131.0,1,EM,2 days,0.027688450427862867,0.0515748031496063,1.2361456692913386,23.968015267175574
277,CMP-00278,Q2_Summer_CMP-00278,2023-05-23,2023-06-16,TikTok,17371,751,833.49,53.0,1,TI,24 days,0.0432329744977261,0.07057256990679095,1.1098402130492677,15.72622641509434
278,CMP-00279,Q3_Launch_CMP-00279,2023-11-22,2023-12-15,Facebook,78371,2882,5345.49,453.0,0,FA,23 days,0.03677380663765934,0.1571825121443442,1.8547848716169326,11.800198675496688
279,CMP-00280,Q3_BlackFriday_CMP-00280,2023-08-29,2023-09-21,Email,3049,39,54.83,7.0,1,E-,23 days,0.012791079042308954,0.1794871794871795,1.4058974358974359,7.832857142857143
280,CMP-00281,Q4_Summer_CMP-00281,2023-12-05,2023-12-10,Email,32616,1161,1584.67,229.0,1,EM,5 days,0.03559602649006623,0.19724375538329025,1.3649181739879415,6.91995633187773
281,CMP-00282,Q1_Winter_CMP-00282,2023-07-30,2023-08-15,Facebook,21932,457,611.53,56.0,1,FA,16 days,0.020837132956410723,0.12253829321663019,1.3381400437636761,10.92017857142857
283,CMP-00284,Q2_BlackFriday_CMP-00284,2023-08-21,2023-09-20,Facebook,62434,2322,3897.39,372.0,1,INVALID,30 days,0.03719127398532851,0.16020671834625322,1.6784625322997415,10.476854838709677
284,CMP-00285,Q2_Summer_CMP-00285,2023-05-10,2023-05-13,Unknown,73694,1417,1245.82,177.0,1,XX,3 days,0.019228159687355823,0.12491178546224418,0.8791954834156669,7.038531073446327
286,CMP-00287,Q3_Winter_CMP-00287,2023-01-01,2023-01-06,Instagram,8400,147,270.62,10.0,1,IN,5 days,0.0175,0.06802721088435375,1.840952380952381,27.062
287,CMP-00288,Q3_Summer_CMP-00288,2023-07-31,2023-08-04,Facebook,43642,527,530.28,100.0,1,INVALID,4 days,0.012075523578204482,0.18975332068311196,1.006223908918406,5.3027999999999995
